"","cata","title","date","year","time","re","fw"
"770","新聞"," 愛滋器官誤植案 台大9醫師移送懲戒","4/18",2012,2012-04-18,TRUE,FALSE
"771","問卦"," 有沒有本願寺的八卦","4/21",2012,2012-04-21,TRUE,FALSE
"772","問卦"," 有沒有毒品的八卦?","4/22",2012,2012-04-22,TRUE,FALSE
"773","問卦"," 專業背景念了9年是不是真的超強?","4/22",2012,2012-04-22,TRUE,FALSE
"774","爆卦"," 高雄組頭設局建仔，用以操控比賽","4/24",2012,2012-04-24,FALSE,FALSE
"775","問卦"," 有沒有中國聯考的八卦?","4/29",2012,2012-04-29,TRUE,FALSE
"776","問卦"," 中華電信HiNet連YouTube慢的真相?","4/30",2012,2012-04-30,TRUE,FALSE
"777","新聞"," 獸醫師撞成尿失禁　中友 電梯公司判賠","5/02",2012,2012-05-02,TRUE,FALSE
"778","爆卦"," 有沒有上山採藥，事實上盜採牛樟芝的八卦","5/03",2012,2012-05-03,FALSE,FALSE
"779","新聞"," 獸醫師撞成尿失禁　中友 電梯公司判賠","5/03",2012,2012-05-03,TRUE,FALSE
"780","問卦"," 金庸是PTT鄉民嗎？","5/06",2012,2012-05-06,TRUE,FALSE
"781","問卦"," 有沒有港仔很可憐的八卦","5/07",2012,2012-05-07,TRUE,FALSE
"782","爆卦"," 忍不住了!雪隧的消防根本有問題","5/07",2012,2012-05-07,FALSE,FALSE
"783","公告"," 八卦板主徵選","5/08",2012,2012-05-08,FALSE,FALSE
"784","爆卦"," 內閣傳明將總辭","5/09",2012,2012-05-09,FALSE,FALSE
"785","新聞"," 葉冠亨同車友人慘死 父求償1億","5/11",2012,2012-05-11,TRUE,FALSE
"786","新聞"," 「淡定哥」分手 女友氣翻、茶商樂翻","5/12",2012,2012-05-12,TRUE,FALSE
"787","公告"," 八卦板板主投票","5/14",2012,2012-05-14,FALSE,FALSE
"788","新聞"," 18具斬首屍體棄馬路　墨西哥毒販械鬥手段","5/15",2012,2012-05-15,TRUE,FALSE
"789","公告"," 八卦板第二十六屆板主選舉選舉公報","5/15",2012,2012-05-15,FALSE,FALSE
"790","新聞"," 愛文芒果 催熟搶上市(文長可End)","5/17",2012,2012-05-17,TRUE,FALSE
"791","Gossiping"," 看板 選情報導","5/19",2012,2012-05-19,FALSE,FALSE
"792","爆卦"," 公務員兼職費的內幕","5/19",2012,2012-05-19,FALSE,FALSE
"793","公告"," 新板主 hateOnas 上任","5/21",2012,2012-05-21,FALSE,FALSE
"794"," 好文"," 支持馬總統","5/21",2012,2012-05-21,FALSE,FALSE
"795","問卦"," 有慈濟骨髓移植的八卦嗎?","5/21",2012,2012-05-21,TRUE,FALSE
"796","爆卦"," 台北市府傳說中的第一次","5/21",2012,2012-05-21,FALSE,FALSE
"797","新聞"," 立院初審通過 高職將走入歷史","5/22",2012,2012-05-22,TRUE,FALSE
"798","公告"," GossipPicket八卦檢舉板發文限制變更","5/23",2012,2012-05-23,FALSE,FALSE
"799","爆卦"," 天龍國『滾』字訣揭密","5/25",2012,2012-05-25,FALSE,FALSE
"800","問卦"," 全世界都聽到奇怪聲音 trumpet sound","5/27",2012,2012-05-27,TRUE,FALSE
"801","爆卦"," 助理的反擊","5/28",2012,2012-05-28,TRUE,FALSE
"802","新聞"," 首位身障領隊導遊 揪團出去玩","5/31",2012,2012-05-31,TRUE,FALSE
"803","問卦"," 金庸是PTT鄉民嗎？","6/01",2012,2012-06-01,TRUE,FALSE
"804","公告"," 八卦板板規（2012.06.01）","6/01",2012,2012-06-01,FALSE,FALSE
"805","公告"," 八卦板板規修正部分","6/01",2012,2012-06-01,FALSE,FALSE
"806","問卦"," 台灣真的沒救了嗎","6/02",2012,2012-06-02,TRUE,FALSE
"807","問卦"," 糖尿病?","6/02",2012,2012-06-02,TRUE,FALSE
"808",NA,"Fw: 不好意思事態緊急，懇請協助","6/03",2012,2012-06-03,NA,NA
"809",NA,"Re: 不好意思事態緊急，懇請協助","6/03",2012,2012-06-03,NA,NA
"810","新聞"," 租書店拚轉型  兼賣餐飲求生存","6/05",2012,2012-06-05,TRUE,FALSE
"811","問卦"," 從肛門噴出寄生蟲","6/06",2012,2012-06-06,TRUE,FALSE
"812","新聞"," 核醫廠擬進駐 內科園區員工恐慌","6/07",2012,2012-06-07,TRUE,FALSE
"813","問卦"," 中國49年歷史算台灣人的歷史嗎","6/07",2012,2012-06-07,FALSE,FALSE
"814","爆卦"," 法官果然不能得罪","6/08",2012,2012-06-08,FALSE,FALSE
"815","公告"," 停班停課消息請於此篇推文回報","6/12",2012,2012-06-12,FALSE,FALSE
"816","爆卦"," 基隆下午照常辦公、照常上課。","6/12",2012,2012-06-12,FALSE,FALSE
"817","爆卦"," 新竹巿 今天下午照常辦公、照常上課。","6/12",2012,2012-06-12,FALSE,FALSE
"818","問卦"," 有沒有科學至上論的八卦？","6/12",2012,2012-06-12,TRUE,FALSE
"819","問卦"," 正常能量釋放","6/13",2012,2012-06-13,TRUE,FALSE
"820","爆卦"," 天知道","6/13",2012,2012-06-13,FALSE,FALSE
"821","問卦"," 美婦人范范","6/14",2012,2012-06-14,TRUE,FALSE
"822","問卦"," 有謝哲青的八卦嗎?","6/16",2012,2012-06-16,TRUE,FALSE
"823","問卦"," 外國有冥婚嗎？","6/20",2012,2012-06-20,TRUE,FALSE
"824","問卦"," 外國有冥婚嗎？","6/20",2012,2012-06-20,TRUE,FALSE
"825","新聞"," 別傻了！推甄不是這樣玩」大學老師真心話","6/20",2012,2012-06-20,TRUE,FALSE
"826","新聞"," 颱風天還登山　李鴻源重話：立刻下山","6/21",2012,2012-06-21,TRUE,FALSE
"827","新聞"," 颱風天還登山　李鴻源重話：立刻下山","6/21",2012,2012-06-21,TRUE,FALSE
"828","爆卦"," 下一代iphone外型","6/22",2012,2012-06-22,FALSE,FALSE
"829","新聞"," 福利中心快速崛起　瓜分量販超商客源","6/23",2012,2012-06-23,TRUE,FALSE
"830","新聞"," 柯文哲：女兒跪謝護士 沒讓父親死在急診","6/25",2012,2012-06-25,TRUE,FALSE
"831","新聞"," 柯文哲：女兒跪謝護士 沒讓父親死在急診","6/25",2012,2012-06-25,TRUE,FALSE
"832","問卦"," 有沒有蕭瀟的八卦?","6/30",2012,2012-06-30,TRUE,FALSE
"833","新聞"," 馬雅末日預言碑文 瓜國出土","7/03",2012,2012-07-03,TRUE,FALSE
"834","問卦"," 有沒有公僕的八卦?","7/04",2012,2012-07-04,TRUE,FALSE
"835","爆卦"," 萱小四的八卦","7/06",2012,2012-07-06,FALSE,FALSE
"836","新聞"," 「地域廚師」視台為鯊魚地獄　重創台形象","7/10",2012,2012-07-10,TRUE,FALSE
"837","新聞"," 解決醫師荒 國外這麼做","7/10",2012,2012-07-10,TRUE,FALSE
"838","新聞"," Ｘ先生？　吳敦義：完全沒接觸、不了解、","7/10",2012,2012-07-10,TRUE,FALSE
"839","問卦"," 有沒有海德格的八卦？","7/10",2012,2012-07-10,FALSE,FALSE
"840","新聞"," 「地域廚師」視台為鯊魚地獄　重創台形象","7/10",2012,2012-07-10,TRUE,FALSE
"841","新聞"," 「地域廚師」視台為鯊魚地獄　重創台形象","7/10",2012,2012-07-10,TRUE,FALSE
"842","新聞"," 又是他！台鐵性愛趴後 還想揪護士趴","7/10",2012,2012-07-10,TRUE,FALSE
"843","新聞"," 爆料背後還有高層 胡忠信：有所本不怕告","7/11",2012,2012-07-11,TRUE,FALSE
"844","新聞"," 徵測量員驚人知 公告3小時截止","7/11",2012,2012-07-11,TRUE,FALSE
"845","爆卦"," M先生 夜訪 E小姐？","7/12",2012,2012-07-12,FALSE,FALSE
"846","爆卦"," 三國志8","7/13",2012,2012-07-13,FALSE,FALSE
"847","問卦"," 亞洲人為什會輸給西方人?????","7/13",2012,2012-07-13,TRUE,FALSE
"848","新聞"," 兒內定錄取 父拿儀器供練習","7/14",2012,2012-07-14,TRUE,FALSE
"849","新聞"," 三大生壯遊 環島撿垃圾","7/15",2012,2012-07-15,TRUE,FALSE
"850","問卦"," 鼎X豐門口點餐員的八卦","7/15",2012,2012-07-15,TRUE,FALSE
"851","問卦"," 為什麼台北父母親不教小孩台語?","7/16",2012,2012-07-16,TRUE,FALSE
"852","問卦"," 為什麼台北父母親不教小孩台語?","7/16",2012,2012-07-16,TRUE,FALSE
"853","爆卦"," 何謂麥當勞兒童中途之家","7/17",2012,2012-07-17,TRUE,FALSE
"854","問卦"," 亞洲人為什會輸給西方人?????","7/17",2012,2012-07-17,TRUE,FALSE
"855","新聞"," 認定駐星代表處重大違法與失職 史亞平案 ","7/19",2012,2012-07-19,TRUE,FALSE
"856","問卦"," 有網咖的八卦嗎","7/19",2012,2012-07-19,TRUE,FALSE
"857","問卦"," 有網咖的八卦嗎","7/19",2012,2012-07-19,TRUE,FALSE
"858","爆卦"," sh在欣欣秀泰看黑暗騎士","7/19",2012,2012-07-19,FALSE,FALSE
"859","問卦"," 有網咖的八卦嗎","7/20",2012,2012-07-20,TRUE,FALSE
"860","問卦"," janet當初是怎麼紅的啊","7/21",2012,2012-07-21,TRUE,FALSE
"861","爆卦"," 關於大炳的事","7/24",2012,2012-07-24,FALSE,FALSE
"862","新聞"," 一言不合 少年仔打趴國術師","7/24",2012,2012-07-24,TRUE,FALSE
"863","問卦"," 有沒有扶輪社的八卦?","7/27",2012,2012-07-27,TRUE,FALSE
"864","公告"," 重申請勿張貼 公民類新聞-新頭殼及卡卡洛普","7/27",2012,2012-07-27,FALSE,FALSE
"865","公告"," 重申請勿張貼 公民類新聞","7/27",2012,2012-07-27,FALSE,FALSE
"866","問卦"," 有沒有八卦版主很討厭新頭殼的八卦","7/27",2012,2012-07-27,TRUE,FALSE
"867","問卦"," 有沒有公關公司徵遊行工讀生的八卦?","7/28",2012,2012-07-28,TRUE,FALSE
"868","爆卦","天龍府大官互打嘴巴的文件","7/28",2012,2012-07-28,FALSE,FALSE
"869","新聞"," 網友截圖涉嫌混淆視聽 如查惡意 將面臨法","7/28",2012,2012-07-28,TRUE,FALSE
"870","問卦"," 有沒有中天電視跑馬燈的卦?!","7/30",2012,2012-07-30,TRUE,FALSE
"871","新聞"," 好怕 林朝鑫今告清大生誹謗","7/31",2012,2012-07-31,TRUE,FALSE
"872","爆卦"," 【我是學生 我反旺中】 宣言全文","7/31",2012,2012-07-31,FALSE,FALSE
"873","爆卦"," 反旺中遊行 記事","7/31",2012,2012-07-31,FALSE,FALSE
"874","爆卦"," 走路工案最新追蹤 ","8/01",2012,2012-08-01,FALSE,FALSE
"875","問卦"," 有沒有被大蜘蛛咬的八卦??","8/01",2012,2012-08-01,TRUE,FALSE
"876","爆卦"," 宅神朱學恆也表示旺中看法了","8/01",2012,2012-08-01,TRUE,FALSE
"877","爆卦"," 宅神朱學恆也表示旺中看法了","8/01",2012,2012-08-01,TRUE,FALSE
"878","問卦"," 有沒有民國67～80年代台北市的卦","8/03",2012,2012-08-03,TRUE,FALSE
"879","新聞"," 綠燈亮就算有路權？ 法官說不","8/05",2012,2012-08-05,TRUE,FALSE
"880","新聞"," 太陽堂重新開張 兩小時賣3000個","8/05",2012,2012-08-05,TRUE,FALSE
"881","問卦"," 談話性節目的素人來賓或班底？","8/07",2012,2012-08-07,TRUE,FALSE
"882","問卦"," 有沒有初代八卦版的八卦","8/07",2012,2012-08-07,FALSE,TRUE
"883","問卦"," 未出嫁女兒死掉牌位不能請回家?","8/08",2012,2012-08-08,TRUE,FALSE
"884","新聞"," 馬雅神秘活人血祭 分食勇士遺體 　剖心獻","8/08",2012,2012-08-08,TRUE,FALSE
"885","新聞"," 外殼曝光 獨家實測 新iPhone變長又變薄","8/08",2012,2012-08-08,TRUE,FALSE
"886","爆卦","[問卦] 男主任逞慾 硬上女師(男師回校任教)","8/08",2012,2012-08-08,FALSE,FALSE
"887","公告"," 黑特區＆宣導","8/10",2012,2012-08-10,FALSE,FALSE
"888","新聞"," 去年用鍵盤挺撿屍淫魔！PTT紅人mini158：","8/10",2012,2012-08-10,TRUE,FALSE
"889","新聞"," 諷主播愛自拍？　楊伊湄：不討好大家！","8/11",2012,2012-08-11,TRUE,FALSE
"890","新聞"," 琇琴拍戲意外　高處墜落脊椎爆炸性骨折","8/11",2012,2012-08-11,TRUE,FALSE
"891","爆卦"," B襪事件","8/12",2012,2012-08-12,FALSE,FALSE
"892","問卦"," 王老吉飲料......???","8/12",2012,2012-08-12,TRUE,FALSE
"893","問卦"," 王老吉飲料......???","8/12",2012,2012-08-12,TRUE,FALSE
"894","公告"," 徵求軍旅事件置底修改義工","8/13",2012,2012-08-13,FALSE,FALSE
"895","爆卦"," 李組長進入PTT...","8/13",2012,2012-08-13,TRUE,FALSE
"896","新聞"," 瑪雅符號再現！　2012世界末日有變數？！","8/15",2012,2012-08-15,TRUE,FALSE
"897","爆卦"," 趁檢調有看，爆個卦","8/15",2012,2012-08-15,FALSE,FALSE
"898","公告"," 關閉推文 ","8/16",2012,2012-08-16,FALSE,FALSE
"899","公告"," 八卦板板規（2012.08.16）","8/16",2012,2012-08-16,FALSE,FALSE
"900","公告"," 2012.08.16板規修正部分說明","8/16",2012,2012-08-16,FALSE,FALSE
"901","問卦"," 現在當上老師難度大概在哪裡?","8/17",2012,2012-08-17,TRUE,FALSE
"902","問卦"," 有沒有唐伯虎的書畫在(國立)故宮的八卦","8/17",2012,2012-08-17,TRUE,FALSE
"903","公告"," Gossiping 板主 hateOnas 警告並停權兩週","8/18",2012,2012-08-18,FALSE,TRUE
"904","問卦"," 啤酒好喝的八卦","8/26",2012,2012-08-26,TRUE,FALSE
"905","問卦"," 有沒有蔡國強的八卦?","8/28",2012,2012-08-28,TRUE,FALSE
"906","問卦"," 有沒有5566沒有專板的八掛??","9/12",2012,2012-09-12,TRUE,FALSE
"907","爆卦"," 釣魚台歸屬懶人包 附贈鍵盤保釣技巧","9/12",2012,2012-09-12,FALSE,FALSE
"908","公告"," Gossiping 板主 hateOnas 復職","9/12",2012,2012-09-12,FALSE,TRUE
"909","新聞"," 馬雅世界末日　倒數99天","9/14",2012,2012-09-14,TRUE,FALSE
"910","爆卦"," 蜜朵莉冰淇淋想給中天電視台記者的一封信","9/14",2012,2012-09-14,FALSE,FALSE
"911","問卦"," 有沒有台灣恐成菲律賓第二的八卦?!","9/17",2012,2012-09-17,FALSE,FALSE
"912","笑話"," 武大郎XD","9/18",2012,2012-09-18,FALSE,TRUE
"913","新聞"," 欠薪兩月 紅景天財務困難","9/18",2012,2012-09-18,TRUE,FALSE
"914","公告"," 請勿貼上中文網址 ","9/21",2012,2012-09-21,FALSE,FALSE
"915","新聞"," 北榮：扁最棘手的是精神問題","9/22",2012,2012-09-22,TRUE,FALSE
"916","新聞"," 航海員起薪12萬！ 學生考試卡位","9/22",2012,2012-09-22,TRUE,FALSE
"917","新聞"," 北榮被染色  醫師無奈","9/22",2012,2012-09-22,TRUE,FALSE
"918","新聞"," 航海員起薪12萬！ 學生考試卡位","9/23",2012,2012-09-23,TRUE,FALSE
"919","問卦"," 關於海上不能上網 (衛星上網)","9/23",2012,2012-09-23,TRUE,FALSE
"920","新聞"," 月薪逾8萬元 焊接工也缺很大","9/24",2012,2012-09-24,TRUE,FALSE
"921","新聞"," 瓦斯行只准存放6桶　業者喊活不下去","9/25",2012,2012-09-25,TRUE,FALSE
"922","爆卦"," 海防崩潰","9/25",2012,2012-09-25,FALSE,FALSE
"923","問卦"," 有沒有勞工單位不敢強力檢查資方的八卦","9/25",2012,2012-09-25,TRUE,FALSE
"924","問卦"," 有沒有西醫輕中醫的八卦","9/25",2012,2012-09-25,TRUE,FALSE
"925","說明"," Gossiping 板主 hateOnas 的復職案  ","9/26",2012,2012-09-26,FALSE,TRUE
"926","公告"," 八卦板主 hateOnas 予以解職","9/26",2012,2012-09-26,FALSE,TRUE
"927","公告"," 八卦板主徵選","9/26",2012,2012-09-26,FALSE,FALSE
"928","問卦"," 有沒有國語誤導數學的八卦","9/26",2012,2012-09-26,FALSE,FALSE
"929","公告"," 水桶＆板主徵選時間","9/27",2012,2012-09-27,FALSE,FALSE
"930","公告"," 水桶&板主徵選截止","9/27",2012,2012-09-27,FALSE,FALSE
"931","新聞"," 美軍急徵兵 免綠卡入籍捷徑","10/01",2012,2012-10-01,TRUE,FALSE
"932","公告"," 2012年9月份徵選八卦板板主投票","10/04",2012,2012-10-04,FALSE,FALSE
"933","公告"," 投票暫停","10/04",2012,2012-10-04,FALSE,FALSE
"934","公告"," 八卦板板主投票","10/05",2012,2012-10-05,FALSE,FALSE
"935","公告"," 八卦板板主投票","10/07",2012,2012-10-07,FALSE,FALSE
"936","新聞"," 墨販毒集團首腦身亡 遺體被竊","10/11",2012,2012-10-11,TRUE,FALSE
"937","新聞"," 騎車違規迴轉遭撞 妹死姊傷","10/11",2012,2012-10-11,TRUE,FALSE
"938","Gossiping"," 看板 選情報導","10/12",2012,2012-10-12,FALSE,FALSE
"939","公告"," 新板主上任&禁言水桶公告","10/15",2012,2012-10-15,FALSE,FALSE
"940","公告"," 違規禁言","10/16",2012,2012-10-16,FALSE,FALSE
"941","公告"," 新增板規 第十一條","10/16",2012,2012-10-16,FALSE,FALSE
"942","公告"," 違規禁言","10/17",2012,2012-10-17,FALSE,FALSE
"943","公告"," 違規禁言","10/17",2012,2012-10-17,FALSE,FALSE
"944","公告"," 違規禁言","10/18",2012,2012-10-18,FALSE,FALSE
"945","公告"," 違規禁言","10/18",2012,2012-10-18,FALSE,FALSE
"946","問卦"," 罕見姓氏","10/18",2012,2012-10-18,TRUE,FALSE
"947","公告"," 違規禁言","10/19",2012,2012-10-19,FALSE,FALSE
"948","問卦"," 有沒有基督徒唸生物的八卦?","10/19",2012,2012-10-19,TRUE,FALSE
"949","公告"," 違規禁言","10/21",2012,2012-10-21,FALSE,FALSE
"950","新聞"," 人魔微波爐烹貓 狠煮15分鐘奪命","10/21",2012,2012-10-21,TRUE,FALSE
"951","問卦"," 為什麼高階軍官40歲就可以退休?","10/21",2012,2012-10-21,TRUE,FALSE
"952","爆卦"," 經濟動能推升廣告製作團隊","10/21",2012,2012-10-21,TRUE,FALSE
"953","公告"," 違規禁言","10/22",2012,2012-10-22,FALSE,FALSE
"954","問卦"," 周星馳當年有多紅的八卦?","10/22",2012,2012-10-22,TRUE,FALSE
"955","新聞"," 60元火鍋！ 滷肉飯、冰淇淋免費吃飽","10/23",2012,2012-10-23,TRUE,FALSE
"956","公告"," 水桶","10/24",2012,2012-10-24,FALSE,FALSE
"957","公告"," 違規劣文","10/24",2012,2012-10-24,FALSE,FALSE
"958","公告"," 水桶","10/25",2012,2012-10-25,FALSE,FALSE
"959","新聞"," 牢記IMEI碼 追手機不難","10/25",2012,2012-10-25,TRUE,FALSE
"960","爆卦"," 關於一部電影的夢","10/25",2012,2012-10-25,FALSE,FALSE
"961","公告"," 關於回文 張貼新聞","10/26",2012,2012-10-26,FALSE,FALSE
"962","問卦"," 有沒有諾貝爾獎的八卦","10/26",2012,2012-10-26,TRUE,FALSE
"963","公告"," 水桶","10/26",2012,2012-10-26,FALSE,FALSE
"964","公告"," 水桶","10/28",2012,2012-10-28,FALSE,FALSE
"965","公告"," 水桶","10/29",2012,2012-10-29,FALSE,FALSE
"966","爆卦"," 林志炫拋錨了!!","10/30",2012,2012-10-30,FALSE,FALSE
"967","公告"," 水桶","10/31",2012,2012-10-31,FALSE,FALSE
"968","公告"," 即日起 八卦板禁止雅虎Y!oung報平台新聞","10/31",2012,2012-10-31,FALSE,FALSE
"969","新聞"," 造太空電梯連接月球? 前NASA工程師:8年內","11/01",2012,2012-11-01,TRUE,FALSE
"970","公告"," 水桶&改判","11/03",2012,2012-11-03,FALSE,FALSE
"971","公告"," 八卦板主徵選(更正版)","11/05",2012,2012-11-05,FALSE,FALSE
"972","公告"," 水桶","11/06",2012,2012-11-06,FALSE,FALSE
"973","公告"," 致歉啟事及暫停本次板主選舉","11/06",2012,2012-11-06,FALSE,FALSE
"974","公告"," 水桶警告","11/07",2012,2012-11-07,FALSE,FALSE
"975","新聞"," 名醫休嫩妻「婚後僅睡3次」","11/07",2012,2012-11-07,TRUE,FALSE
"976","新聞"," 美兩州通過大麻合法化 對反毒戰爭是個諷","11/08",2012,2012-11-08,TRUE,FALSE
"977","問卦"," 有沒有海底電纜不會被魚咬斷的八卦","11/08",2012,2012-11-08,TRUE,FALSE
"978","公告"," 水桶","11/08",2012,2012-11-08,FALSE,FALSE
"979","公告"," 水桶","11/10",2012,2012-11-10,FALSE,FALSE
"980","新聞"," 推少年Pi 李安：台中真是個好地方 ","11/12",2012,2012-11-12,TRUE,FALSE
"981","公告"," 水桶","11/13",2012,2012-11-13,FALSE,FALSE
"982","Gossiping"," 看板 選情報導","11/13",2012,2012-11-13,FALSE,FALSE
"983","申請"," 請辭Gossiping板主一職","11/13",2012,2012-11-13,FALSE,TRUE
"984","公告"," 水桶","11/14",2012,2012-11-14,FALSE,FALSE
"985","公告"," 水桶","11/15",2012,2012-11-15,FALSE,FALSE
"986","公告"," 關於板規變更及試用期規定","11/16",2012,2012-11-16,FALSE,FALSE
"987","問卦","有沒有綠營媒體不抄PTT、沒有廣告的八卦","11/17",2012,2012-11-17,FALSE,FALSE
"988","問卦","有沒有綠營媒體不抄PTT、沒有廣告的八卦","11/17",2012,2012-11-17,TRUE,FALSE
"989","公告"," 關於推文對齊與水桶","11/19",2012,2012-11-19,FALSE,FALSE
"990","公告"," 水桶","11/21",2012,2012-11-21,FALSE,FALSE
"991","公告"," 八卦板主 Beef 予以解職","11/21",2012,2012-11-21,FALSE,TRUE
"992","公告"," 重新水桶公告","11/21",2012,2012-11-21,FALSE,FALSE
"993","公告"," 水桶","11/21",2012,2012-11-21,FALSE,FALSE
"994","公告"," 水桶","11/21",2012,2012-11-21,FALSE,FALSE
"995","公告"," 八卦板板規(101.11.21)","11/21",2012,2012-11-21,FALSE,FALSE
"996","公告"," 劣文","11/21",2012,2012-11-21,FALSE,FALSE
"997","公告"," 八卦板主徵選","11/21",2012,2012-11-21,FALSE,FALSE
"998","新聞"," 高凌風赴榮總檢查　確定罹患血癌","11/22",2012,2012-11-22,TRUE,FALSE
"999","新聞"," 高凌風赴榮總檢查　確定罹患血癌","11/22",2012,2012-11-22,TRUE,FALSE
"1000","公告"," 板主徵選 發表政見 截止於11/22 23:22:51","11/22",2012,2012-11-22,FALSE,FALSE
"1001","問卦"," 有沒有台灣人Xavier的八卦?","11/22",2012,2012-11-22,TRUE,FALSE
"1002","公告"," Mews退選","11/22",2012,2012-11-22,FALSE,FALSE
"1003","公告"," 水桶(追加facts)","11/23",2012,2012-11-23,FALSE,FALSE
"1004","公告"," 水桶","11/23",2012,2012-11-23,FALSE,FALSE
"1005","公告"," 板規宣導事項","11/26",2012,2012-11-26,FALSE,FALSE
"1006","公告"," 水桶","11/27",2012,2012-11-27,FALSE,FALSE
"1007","公告"," 2012/11月 八卦板主選舉開始投票","11/27",2012,2012-11-27,FALSE,FALSE
"1008","新聞"," 4大學生找人討債　卻被圍毆剝光活活燒死","11/29",2012,2012-11-29,TRUE,FALSE
"1009","公告"," 水桶","11/29",2012,2012-11-29,FALSE,FALSE
"1010","公告"," 水桶","11/29",2012,2012-11-29,FALSE,FALSE
"1011","公告"," 水桶","11/30",2012,2012-11-30,FALSE,FALSE
"1012","問卦"," 戒嚴有什麼不好的","11/30",2012,2012-11-30,TRUE,FALSE
"1013","公告"," 板規宣導","11/30",2012,2012-11-30,FALSE,FALSE
"1014","公告"," 水桶","11/30",2012,2012-11-30,FALSE,FALSE
"1015","公告"," 水桶","12/01",2012,2012-12-01,FALSE,FALSE
"1016","公告"," 八卦板主選舉距離結束還有三小時","12/02",2012,2012-12-02,FALSE,FALSE
"1017","公告"," 水桶","12/02",2012,2012-12-02,FALSE,FALSE
"1018","Gossiping"," 看板 選情報導","12/02",2012,2012-12-02,FALSE,FALSE
"1019","公告"," 水桶","12/05",2012,2012-12-05,FALSE,FALSE
"1020","公告"," 水桶","12/05",2012,2012-12-05,FALSE,FALSE
"1021","公告"," 關於禁止ETtoday與NowsNews新聞","12/05",2012,2012-12-05,FALSE,FALSE
"1022","問卦"," 急診通常是什麼時候可以看","12/05",2012,2012-12-05,TRUE,FALSE
"1023","公告"," 水桶","12/06",2012,2012-12-06,FALSE,FALSE
"1024","公告"," 水桶","12/06",2012,2012-12-06,FALSE,FALSE
"1025","新聞"," 骨髓捐贈者反悔 17癌童送了命","12/08",2012,2012-12-08,TRUE,FALSE
"1026","公告"," 水桶","12/08",2012,2012-12-08,FALSE,FALSE
"1027","新聞"," 偽裝全盲兩年 百大良醫看走眼","12/08",2012,2012-12-08,TRUE,FALSE
"1028","公告"," 水桶","12/08",2012,2012-12-08,FALSE,FALSE
"1029","公告"," 水桶","12/11",2012,2012-12-11,FALSE,FALSE
"1030","公告"," 水桶","12/12",2012,2012-12-12,FALSE,FALSE
"1031","公告"," 水桶JAYMA56","12/12",2012,2012-12-12,FALSE,FALSE
"1032","公告"," 水桶maxmiller29、IMBA5566","12/12",2012,2012-12-12,FALSE,FALSE
"1033","公告"," 水桶","12/12",2012,2012-12-12,FALSE,FALSE
"1034","公告"," 水桶df88992211、i1210、ianlin45","12/14",2012,2012-12-14,FALSE,FALSE
"1035","公告"," 水桶","12/14",2012,2012-12-14,FALSE,FALSE
"1036","公告"," 新板主上任(XXXXGAY/morrischen2)","12/14",2012,2012-12-14,FALSE,FALSE
"1037","公告"," 2012代表成語與2013代表字P幣活動","12/14",2012,2012-12-14,FALSE,FALSE
"1038","公告"," 水桶","12/15",2012,2012-12-15,FALSE,FALSE
"1039","公告"," 2012年代表成語與2013年代表字- 推薦開始","12/15",2012,2012-12-15,FALSE,FALSE
"1040","公告"," 八卦末日賭盤!!!!!!!!!!!","12/15",2012,2012-12-15,FALSE,FALSE
"1041","問卦"," 有沒有版主水桶人會被告的八卦?","12/16",2012,2012-12-16,FALSE,FALSE
"1042","公告"," 水桶carlos73","12/16",2012,2012-12-16,FALSE,FALSE
"1043","公告"," 水桶","12/17",2012,2012-12-17,FALSE,FALSE
"1044","公告"," 水桶saniblue","12/17",2012,2012-12-17,FALSE,FALSE
"1045","公告"," 水桶名單：kaimai","12/17",2012,2012-12-17,FALSE,FALSE
"1046","公告"," 水桶","12/17",2012,2012-12-17,FALSE,FALSE
"1047","爆卦"," 朱學恒 被 孫維新教授 打臉！","12/18",2012,2012-12-18,TRUE,FALSE
"1048","公告"," 水桶","12/18",2012,2012-12-18,FALSE,FALSE
"1049","公告"," 水桶名單：Townshend、id、avex","12/18",2012,2012-12-18,FALSE,FALSE
"1050","公告"," 水桶","12/18",2012,2012-12-18,FALSE,FALSE
"1051","公告"," 水桶名單：k5l220、PTTOnline、love2010","12/19",2012,2012-12-19,FALSE,FALSE
"1052","新聞"," 月薪3.5萬年終8月 一年徵不到人 ","12/19",2012,2012-12-19,FALSE,TRUE
"1053","公告"," 水桶減輕","12/19",2012,2012-12-19,FALSE,FALSE
"1054","問卦"," 有沒有卡秋莎的八卦","12/19",2012,2012-12-19,TRUE,FALSE
"1055","公告","八卦末日賭盤於2012.12.20 AM00:00:00封盤","12/19",2012,2012-12-19,FALSE,FALSE
"1056","公告"," 水桶名單：wcdtw","12/20",2012,2012-12-20,FALSE,FALSE
"1057","公告"," 代表字和代表成語推薦數統計 最後兩天~","12/20",2012,2012-12-20,FALSE,FALSE
"1058","爆卦"," 阻擋末日","12/20",2012,2012-12-20,FALSE,FALSE
"1059","爆卦"," 阻擋末日","12/20",2012,2012-12-20,TRUE,FALSE
"1060","爆卦"," 2012.12.21 之 周迅我愛你請妳嫁給我","12/21",2012,2012-12-21,FALSE,FALSE
"1061","問卦"," 有沒有司馬懿的八卦？","12/21",2012,2012-12-21,TRUE,FALSE
